1 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/1.jpg/ 161.000000,202.000000,31.000000,216.000000,238.000000,188.000000,-1.000000,-1.000000,119.000000,153.000000,15.000000,150.000000,-1.000000,-1.000000,-1.000000,-1.000000,175.000000,102.000000,52.000000,92.000000,170.000000,42.000000,81.000000,50.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
2 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/2.jpg/ 179.000000,196.000000,27.000000,207.000000,225.000000,184.000000,-1.000000,-1.000000,143.000000,146.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,174.000000,105.000000,-1.000000,-1.000000,168.000000,63.000000,64.000000,59.000000,196.000000,60.000000,106.000000,50.000000, 1
3 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/3.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,18.000000,206.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,26.000000,130.000000,235.000000,122.000000,7.000000,80.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,60.000000,20.000000,219.000000,16.000000, 1
4 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/4.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,163.000000,164.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,91.000000,19.000000,-1.000000,-1.000000,156.000000,36.000000,70.000000,30.000000, 1
5 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/5.jpg/ -1.000000,-1.000000,211.000000,194.000000,-1.000000,-1.000000,27.000000,205.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,157.000000,87.000000,150.000000,29.000000,142.000000,33.000000,69.000000,15.000000,52.000000,33.000000, 1
6 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/6.jpg/ -1.000000,-1.000000,242.000000,157.000000,-1.000000,-1.000000,101.000000,193.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,33.000000,102.000000,-1.000000,-1.000000,212.000000,66.000000,-1.000000,-1.000000,165.000000,16.000000,40.000000,13.000000,87.000000,17.000000, 1
7 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/7.jpg/ -1.000000,-1.000000,92.000000,194.000000,-1.000000,-1.000000,19.000000,196.000000,223.000000,70.000000,136.000000,120.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,62.000000,98.000000,137.000000,15.000000,60.000000,44.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
8 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/8.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,179.000000,82.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,173.000000,7.000000, 1
9 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/9.jpg/ -1.000000,-1.000000,235.000000,235.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,21.000000,72.000000,41.000000,3.000000,5.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
10 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/10.jpg/ 17.000000,209.000000,-1.000000,-1.000000,215.000000,207.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,66.000000,92.000000,-1.000000,-1.000000,84.000000,18.000000,-1.000000,-1.000000,195.000000,16.000000,-1.000000,-1.000000, 1
11 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/11.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,59.000000,217.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,137.000000,169.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,138.000000,23.000000,227.000000,27.000000, 1
12 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/12.jpg/ 186.000000,223.000000,-1.000000,-1.000000,251.000000,198.000000,-1.000000,-1.000000,143.000000,168.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,217.000000,103.000000,-1.000000,-1.000000,162.000000,29.000000,14.000000,24.000000,211.000000,12.000000,37.000000,9.000000, 1
13 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/13.jpg/ -1.000000,-1.000000,208.000000,179.000000,64.000000,190.000000,67.000000,183.000000,-1.000000,-1.000000,235.000000,147.000000,-1.000000,-1.000000,23.000000,163.000000,-1.000000,-1.000000,144.000000,105.000000,-1.000000,-1.000000,142.000000,43.000000,64.000000,45.000000,69.000000,44.000000, 1
14 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/14.jpg/ -1.000000,-1.000000,91.000000,203.000000,-1.000000,-1.000000,18.000000,188.000000,233.000000,135.000000,128.000000,150.000000,-1.000000,-1.000000,-1.000000,-1.000000,217.000000,71.000000,68.000000,89.000000,173.000000,15.000000,80.000000,25.000000,130.000000,7.000000,56.000000,14.000000, 1
15 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/15.jpg/ 145.000000,233.000000,30.000000,226.000000,221.000000,227.000000,-1.000000,-1.000000,116.000000,175.000000,20.000000,171.000000,-1.000000,-1.000000,-1.000000,-1.000000,157.000000,124.000000,32.000000,109.000000,154.000000,55.000000,64.000000,51.000000,211.000000,30.000000,99.000000,23.000000, 1
16 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/16.jpg/ 122.000000,181.000000,-1.000000,-1.000000,233.000000,142.000000,-1.000000,-1.000000,61.000000,132.000000,10.000000,114.000000,-1.000000,-1.000000,-1.000000,-1.000000,173.000000,54.000000,-1.000000,-1.000000,168.000000,11.000000,122.000000,8.000000,202.000000,9.000000,-1.000000,-1.000000, 1
17 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/17.jpg/ -1.000000,-1.000000,127.000000,243.000000,-1.000000,-1.000000,41.000000,258.000000,248.000000,168.000000,177.000000,181.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,89.000000,101.000000,158.000000,23.000000,94.000000,31.000000,-1.000000,-1.000000,51.000000,52.000000, 1
18 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/18.jpg/ 129.000000,175.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,27.000000,91.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
19 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/19.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,223.000000,32.000000,227.000000,36.000000,110.000000,29.000000,118.000000,40.000000, 1
20 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/20.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,69.000000,111.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
21 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/21.jpg/ -1.000000,-1.000000,199.000000,197.000000,-1.000000,-1.000000,41.000000,199.000000,-1.000000,-1.000000,231.000000,130.000000,5.000000,107.000000,12.000000,111.000000,-1.000000,-1.000000,162.000000,93.000000,133.000000,19.000000,133.000000,29.000000,37.000000,22.000000,43.000000,29.000000, 1
22 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/22.jpg/ 107.000000,213.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,31.000000,145.000000,22.000000,70.000000,-1.000000,-1.000000,-1.000000,-1.000000,183.000000,92.000000,113.000000,18.000000,221.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
23 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/23.jpg/ 76.000000,202.000000,-1.000000,-1.000000,227.000000,169.000000,-1.000000,-1.000000,37.000000,136.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,145.000000,79.000000,-1.000000,-1.000000,143.000000,61.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
24 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/24.jpg/ -1.000000,-1.000000,226.000000,177.000000,-1.000000,-1.000000,115.000000,197.000000,247.000000,84.000000,254.000000,109.000000,3.000000,154.000000,61.000000,130.000000,-1.000000,-1.000000,191.000000,76.000000,118.000000,20.000000,170.000000,32.000000,0.000000,36.000000,144.000000,42.000000, 1
25 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/25.jpg/ 156.000000,208.000000,-1.000000,-1.000000,240.000000,143.000000,-1.000000,-1.000000,112.000000,163.000000,20.000000,154.000000,-1.000000,-1.000000,-1.000000,-1.000000,188.000000,86.000000,63.000000,73.000000,169.000000,27.000000,100.000000,24.000000,220.000000,10.000000,-1.000000,-1.000000, 1
26 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/26.jpg/ 171.000000,191.000000,-1.000000,-1.000000,237.000000,142.000000,-1.000000,-1.000000,116.000000,148.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,199.000000,73.000000,-1.000000,-1.000000,168.000000,23.000000,52.000000,21.000000,201.000000,9.000000,97.000000,10.000000, 1
27 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/27.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,232.000000,188.000000,-1.000000,-1.000000,156.000000,174.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,198.000000,111.000000,-1.000000,-1.000000,174.000000,17.000000,29.000000,15.000000,218.000000,17.000000,-1.000000,-1.000000, 1
28 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/28.jpg/ 53.000000,206.000000,-1.000000,-1.000000,197.000000,203.000000,-1.000000,-1.000000,15.000000,137.000000,-1.000000,-1.000000,238.000000,110.000000,-1.000000,-1.000000,91.000000,87.000000,-1.000000,-1.000000,116.000000,27.000000,108.000000,24.000000,176.000000,20.000000,182.000000,2.000000, 1
29 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/29.jpg/ -1.000000,-1.000000,137.000000,181.000000,-1.000000,-1.000000,-1.000000,-1.000000,247.000000,147.000000,173.000000,146.000000,-1.000000,-1.000000,-1.000000,-1.000000,195.000000,96.000000,105.000000,93.000000,175.000000,49.000000,109.000000,50.000000,-1.000000,-1.000000,37.000000,32.000000, 1
30 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/30.jpg/ -1.000000,-1.000000,124.000000,211.000000,-1.000000,-1.000000,-1.000000,-1.000000,243.000000,158.000000,172.000000,159.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,94.000000,108.000000,147.000000,28.000000,93.000000,37.000000,-1.000000,-1.000000,37.000000,25.000000, 1
31 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/31.jpg/ 47.000000,216.000000,-1.000000,-1.000000,174.000000,208.000000,-1.000000,-1.000000,36.000000,145.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,90.000000,106.000000,-1.000000,-1.000000,127.000000,51.000000,186.000000,37.000000,184.000000,46.000000,227.000000,37.000000, 1
32 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/32.jpg/ 58.000000,158.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,135.000000,61.000000,-1.000000,-1.000000,207.000000,7.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
33 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/33.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,59.000000,187.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,108.000000,119.000000,220.000000,125.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,92.000000,46.000000,182.000000,46.000000, 1
34 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/34.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,226.000000,117.000000,167.000000,120.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,64.000000,77.000000,108.000000,35.000000,54.000000,22.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
35 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/35.jpg/ -1.000000,-1.000000,175.000000,200.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,208.000000,133.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,106.000000,77.000000,124.000000,25.000000,93.000000,18.000000,-1.000000,-1.000000,10.000000,28.000000, 1
36 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/36.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,96.000000,121.000000,-1.000000,-1.000000,147.000000,28.000000,-1.000000,-1.000000,226.000000,30.000000,-1.000000,-1.000000, 1
37 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/37.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,219.000000,97.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
38 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/38.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,197.000000,102.000000,-1.000000,-1.000000,173.000000,51.000000,67.000000,51.000000,-1.000000,-1.000000,174.000000,48.000000, 1
39 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/39.jpg/ 109.000000,203.000000,-1.000000,-1.000000,233.000000,211.000000,-1.000000,-1.000000,53.000000,148.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,146.000000,99.000000,-1.000000,-1.000000,100.000000,36.000000,-1.000000,-1.000000,182.000000,14.000000,-1.000000,-1.000000, 1
40 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/40.jpg/ 29.000000,171.000000,-1.000000,-1.000000,207.000000,214.000000,-1.000000,-1.000000,6.000000,101.000000,-1.000000,-1.000000,240.000000,125.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,104.000000,6.000000,128.000000,11.000000,213.000000,16.000000,223.000000,14.000000, 1
41 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/41.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,142.000000,127.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,109.000000,17.000000,213.000000,21.000000, 1
42 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/42.jpg/ 58.000000,203.000000,-1.000000,-1.000000,213.000000,199.000000,-1.000000,-1.000000,22.000000,121.000000,14.000000,134.000000,250.000000,114.000000,248.000000,119.000000,96.000000,82.000000,-1.000000,-1.000000,116.000000,26.000000,111.000000,34.000000,219.000000,29.000000,206.000000,29.000000, 1
43 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/43.jpg/ -1.000000,-1.000000,207.000000,186.000000,-1.000000,-1.000000,60.000000,186.000000,-1.000000,-1.000000,248.000000,135.000000,10.000000,116.000000,10.000000,90.000000,172.000000,72.000000,158.000000,76.000000,147.000000,28.000000,149.000000,22.000000,80.000000,17.000000,87.000000,21.000000, 1
44 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/44.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,154.000000,198.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,69.000000,10.000000,-1.000000,-1.000000, 1
45 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/45.jpg/ -1.000000,-1.000000,135.000000,210.000000,-1.000000,-1.000000,23.000000,105.000000,247.000000,139.000000,183.000000,196.000000,3.000000,38.000000,6.000000,47.000000,156.000000,41.000000,65.000000,92.000000,134.000000,28.000000,76.000000,58.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
46 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/46.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,257.000000,185.000000,109.000000,199.000000,197.000000,123.000000,53.000000,127.000000,41.000000,141.000000,-1.000000,-1.000000,232.000000,99.000000,-1.000000,-1.000000,209.000000,40.000000,77.000000,44.000000,138.000000,18.000000,108.000000,28.000000, 1
47 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/47.jpg/ -1.000000,-1.000000,243.000000,141.000000,41.000000,213.000000,157.000000,186.000000,-1.000000,-1.000000,-1.000000,-1.000000,13.000000,102.000000,91.000000,107.000000,-1.000000,-1.000000,211.000000,50.000000,100.000000,5.000000,174.000000,9.000000,70.000000,23.000000,150.000000,26.000000, 1
48 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/48.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,37.000000,82.000000,-1.000000,-1.000000,75.000000,27.000000,-1.000000,-1.000000,245.000000,11.000000,-1.000000,-1.000000, 1
49 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/49.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,187.000000,123.000000,-68.000000,260.000000,-1.000000,-1.000000,-1.000000,-1.000000,110.000000,46.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
50 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/50.jpg/ -1.000000,-1.000000,152.000000,205.000000,-1.000000,-1.000000,19.000000,145.000000,242.000000,121.000000,204.000000,147.000000,-1.000000,-1.000000,-1.000000,-1.000000,174.000000,52.000000,103.000000,77.000000,141.000000,9.000000,94.000000,12.000000,-1.000000,-1.000000,25.000000,8.000000, 1
51 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/51.jpg/ 228.000000,209.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,207.000000,97.000000,29.000000,98.000000,-1.000000,-1.000000,-1.000000,-1.000000,242.000000,60.000000,20.000000,60.000000,195.000000,7.000000,63.000000,13.000000,205.000000,4.000000,82.000000,12.000000, 1
52 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/52.jpg/ -1.000000,-1.000000,249.000000,225.000000,-1.000000,-1.000000,196.000000,230.000000,-1.000000,-1.000000,-1.000000,-1.000000,25.000000,104.000000,165.000000,134.000000,-1.000000,-1.000000,244.000000,120.000000,-1.000000,-1.000000,215.000000,60.000000,74.000000,22.000000,188.000000,47.000000, 1
53 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/53.jpg/ -1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,13.000000,142.000000,207.000000,151.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,58.000000,23.000000,209.000000,42.000000, 1
54 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/54.jpg/ 27.000000,182.000000,-1.000000,-1.000000,159.000000,213.000000,-1.000000,-1.000000,12.000000,116.000000,-1.000000,-1.000000,186.000000,99.000000,247.000000,114.000000,60.000000,87.000000,-1.000000,-1.000000,102.000000,22.000000,93.000000,24.000000,173.000000,47.000000,216.000000,28.000000, 1
55 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/55.jpg/ 45.000000,202.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,17.000000,122.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,97.000000,97.000000,-1.000000,-1.000000,118.000000,38.000000,-1.000000,-1.000000,237.000000,38.000000,-1.000000,-1.000000, 1
56 /home/sarthak/Documents/IROS/keypointNets/prepareData/data_HG/56.jpg/ 247.000000,204.000000,29.000000,210.000000,-1.000000,-1.000000,18.000000,198.000000,224.000000,131.000000,59.000000,147.000000,-1.000000,-1.000000,-1.000000,-1.000000,243.000000,64.000000,10.000000,84.000000,199.000000,30.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000, 1
